inputs_addresses,outputs_addresses,outputs_value
18hdnct8cp6uj3ijv16mBJp2uWrEpesBYr,1Pk3nMpRP14kZUTRJudKNZAMcWXGzeii6U,5000000000.0
1B7YjH3mzsiyctgTvyg15Mx84dTT8bbvDA,1DMD6S6rPwwTVHhSaLsfESAiMhCJYhj55e,5000000000.0
1Kxd1FhmHQadZc1JevJWYbnkqToEeoFB3m,13ucPR8k54JbTBuWUAvRVGDswcE7jh2MC1,5000000000.0
1JShDjrbtikxy73zUKipGj2D9DLrjPheQt,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1L1NUViujHwXnkhMkkPTThEYSNAWTknSRg,13ucPR8k54JbTBuWUAvRVGDswcE7jh2MC1,5000000000.0
18KFSSf8jwf878R44wyC74ZgMUa7VDK4Hu,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
17D6k4jQUjUekBFz4jcw5QrwskbpfBha8K,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1QG4hj5ZbsLmWdTe21odxngzMossqB2tnu,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
1G99fzRQsBscq3Hz99Abyn3LLLAFE37S2Y,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1GGp3idvejH2Kd4kDbLwekbNNcr3rm8B1X,12u6hecWRHEPceLYZ9yhubZvhgKYuLGf1J,5000000000.0
1BfguSEeqahCgd4q6pd9TGchZU7QZP5rRg,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1MqBiYmJ9NGA8xDJFWUMnRvgtFdwTb3jtU,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,5000000000.0
1DcCx7pPG36ixdLpzm5VkBDLRb4AZNYqJT,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1LRGz6mnCGTwFYhi1gC89WaUwEW9SRVQbg,1L9QnXEtpQ5Ebtq5Vr5BLkiGG66eJXhbrA,5000000000.0
1E34Hhkw4akKpsdqVkErT572N5N1s2mC6r,1FL5RCbqhkoN18ZauyHzS4bVamm4RhezXr,5000000000.0
1Aqn1KkexSSoh3gsvsaFb5Dv2t5XPHeePk,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
1JxfaxHzxZebxY8hxc5BQG124tmDsCo1qF,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,5000000000.0
19yo2q1EiXZtfkBQ5817MYSnKDX7zXZqBX,1DMD6S6rPwwTVHhSaLsfESAiMhCJYhj55e,5000000000.0
1JqFANixejwnFmB2CHc2P1JuP81fpUh1Sg,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1PheGNx9fUwniwkjgxBSnmZiiPUNtxPqJb,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1BWq8JZoji5qyihsnQKTFP5EEDakZ9SbBa,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1Paqmhy49wszRUTdq4xZCBtBNE4BPQxPXe,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
17KyoDWTpSvDUXzNMAQPsX7LopNyppH2e4,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1P7zFMRPBiE1sYAT5VgkBRi399p26kA8RU,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1BeQAm8hHQmKofyGb9QZ55pq8p7XWuQRRp,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1Q2mYVr7sUeDQaqrUfZUaKhGzdga5oQNY,1D7F2AfQFJ6C8nkUkT5Tn5mFbqaEaVV7Yn,5000000000.0
18HYUkMsenoy4R4vQ8XfKxAvugtSVpKQMb,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
1HySYDUjzw1SEfLiXD95hwqo3TSTmJ1TQK,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
19qiFNoP5DvDGsnn6a4GXnob2xX9psrKZ7,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1MSDS65ubY21oKSExFUtu4gDxSBPgTt47b,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,5000000000.0
1C7xfbBj7V29Xy8syRy9cSMX453NLYSLvM,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1DGw7JJch3BQmWCQ5mYYybW3AENXv1NzdC,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1PsZir49Wc25cWfdtF1dd8gg6NF2z3LsUc,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1TXLbzL8ymwNkh7NrpMR7hozFvSTvmxpW,1ELdV3HwGjhuj8D16FiDwmT6PQ1tjQXXJM,5000000000.0
123Lwi4qnib4RoLwec5RLTVJPyqoZxGxcH,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
15ouwozAFnBPfFG5jBBQkzF6bgp3YZEDaJ,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1Kz2GusbXVsB7kceMq11Byic9tubmuqQEX,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,5000000000.0
181JcQSiJuXwTvTSUi5VQTXxDSgALz5A8z,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1MhqEdLvgpcp8U5ooDuac458yoq1LeR4Gj,1DMD6S6rPwwTVHhSaLsfESAiMhCJYhj55e,5000000000.0
18PgDjnwxtw8WRJhPEjaGV5DEFN4r26usg,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1CguqAwPEKszvMvGhDJSBevkHBJfs3XYam,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1sby1DUZ396zjgGKPfhu4GEofDtjEfdoG,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,5000000000.0
1K2m3uGz4b8YiD2tiBojeGsLtWki6FNg72,1Kx4zHqAJvWrVsQXuAfTR3VWf8RPvL8i4v,5000000000.0
1GezFwFzbX4Mx78EQeDtMdssneH9JtxtRb,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1V7mbGP3rELyL8tkr3CfrWvuVfqXvSahr,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1G3BnPnCi1Bzu5NFw7rbg8T9qH6bvkQEci,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,5000000000.0
1JybgfkmMtMiEk4YzaS1d4fyneVFRAxWXQ,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1Cj15BrTMZwqkyXHk8AyudcgLF19YigaNU,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1MEDxsgrbMRFrs9VTqWTs4KUGnkRdTZc6n,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
17aNSoU9f9hivqCLx14dTTa1MCUYBfUKJm,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
1PkXKhrHw12pBEgmFnoAcxeeQPdTcaPn7q,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
12xJtXANq9YBofLzP8BXHD9MXQYvzmyrbe,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
17P6PNp6tUsF1Re5ouNT7rzMDaJTa9Fdyt,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1G2p9twnJz9U2Gu1BoqiSZDRWwvGdJ5iT3,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1Nzu8A2Y3VRrkoGa3afuLiqz92HjEsUHNo,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
18pJmU5Qd2cwT9EncisgR5g3SjuXZ5fj9y,1FL5RCbqhkoN18ZauyHzS4bVamm4RhezXr,5000000000.0
18NWUkvkuhdTNjJP2xppPkdvRcWMC7t8Jo,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,10000000000.0
1DvvSatmx1m51nRoacMzT8r689X2MvQUCZ,1HrLhjy9ZFGHnf5EBT5C6dtHbrVcSDenW4,1000000000.0
1UHxFU2RiCrEwUCYSAXB1eEMeHpBRKYTb,12uCfQRD7RB7gTSxTGRqiLVSzrVVCchmPB,5000000000.0
1MBhiXuHM445bHXu8iJSpiTWPXGcamRhn8,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
1cHtJLqsX1C6RerXPsbnGHgub894hyQTK,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
1PxgyRttMznHuKyrBMV3DmuZ23yypzAcmt,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1JCgEQtBAda4ei2mGvBzvuijnwkj5Y8XGE,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
184nogvtcih3YBKL2TVNEyNFWhJ1uDppJJ,12u6hecWRHEPceLYZ9yhubZvhgKYuLGf1J,5000000000.0
1A7XeyRcVvgtm3hPJSsPtYwdpKKGudvE7Z,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1FB54SRRaFFbL9V3iEUYCkHULXc4u5m1aR,1FL5RCbqhkoN18ZauyHzS4bVamm4RhezXr,5000000000.0
12X5pmja2FsuHKZjV5wT5KVhZR8iujhFrN,16QHRLjEZrabLtnqRA25fXfoQaHt2DpCpg,5000000000.0
18ggv8qMVEg5gcZEJfAbuFuk9K4xL4pJP9,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
15XDTUAbrPA82CSqcK4muD6JNaWAmAxncV,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1PQzLyvMnMsPqL49yieiugAAx3FW5KrBZd,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1LeYUum1iBhvgegcKm1WYnaEM7vJYnUBqW,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1LRdnfKPFKo8W1suAvF7Lz9WdgGpLsytgM,1JeV7muU7VfdQJZF5WPR6oKwqfxUvWAcJ5,5000000000.0
1BRpKgXYZaT8rGfDoBTY4eqEv7WJWCvYLk,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
14mWkCnvVD2ktYdnP9cid4bQkT3VospQPP,1851awCb56xL78FE7SGWGsdDduuKaZpG3N,5000000000.0
1LYLxUKX5g3R6ki9XC55oyZpDdx5w52ENV,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
15qtx1nb1dzXmrcHHNNFeXzK2KDLQXQHvW,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
18DAnRbnfHcquq2V6ieizctuz8SZqMj1GE,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1KmQ92XZmVM2GwFQTCLm5vJghMZ7r3QRSw,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1Na6uAfkEBViHdrtmmmkYAB4Da5knu8hHz,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1AsQPBzw6i668AWo9xa6feB55yc2a1ikGG,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
1JMtAcsoCKBg34cScqYnE8fVVaPzYNTkWT,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1GDMVXJuBKqv2Bk7zmUqBdLXBXvUR1YWkL,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
134MC5SQh5W7nZveTY5hxovJtfYLwRrV51,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1GnakHRzoFKhbSjB5CFDztgFv7VZAaEdg9,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1KMFuagwqw5ZeJHifqS5KzbAvaxV4RgWL8,13ucPR8k54JbTBuWUAvRVGDswcE7jh2MC1,5000000000.0
1K3n3zgNWkChTxDh4yxk9RGQjpk77CdLDq,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
18hDB1GQ96UDx1jcvs2pWeJQ9Si2WF3uGC,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,5000000000.0
1NBcwcWtCksxpvyWWipWywrWbouDP7Y8m6,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1AhEiSRw3kND8NYPUmY3KV3GxFGNgMZfJQ,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1LHz1wV9Hvt2bkpMg97PxsNYcmrJE4RTx2,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
13PUAYjZuuTJLHZKqtHKCv1NyfDhVDkGqV,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
16P39jFiuhCinFCVf6VT6AToQFSrVnv6nR,1QAb7fzfRZWrVkd3tjNnxJmTnHeJ6VCkFi,5000000000.0
1M6mnBCaiZ8BeqHbZJyiW36HBudUnQ7oKU,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
1EW94hs595MVaZDQkwaYcC28BLJpmxumt4,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1EXEz4PbCaXFYKnwWVEhWmsKe2quCkrL13,1EMEbgJUvTRzvrRseDn8QHzQmqW6XEDZvY,100000000.0
1J7yzxzhwqv68i4dGGF5UjbnvMcp6H68CQ,1Q9tEEVTimwGnpYzRf6b2vhdaZz9sG8WNy,5000000000.0
1Lay8pDnt2kXD4NjUyhyy8h9VxAvVJUs21,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1EAkAHmr6UhbhX5cZbxwnYXpn2zYMxPE66,1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe,5000000000.0
1L8jo66ReQP1X7wHWzRVMMpgfjXM7GoGM8,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
16SF5s2xtfcc5fpm3wv932jai8Ur1ZeTPA,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1Nsp88Uw4wWmkLQPVGnyDYeWebYktzPGrY,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1NNnTVVrs137FtaE9Lq26h82qRWX5UHHVy,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1JGiNiZkHTBU9oYPaF5nSHd9peFqaaNWZP,1B4E9W5HyJ2HL9AM3NjUkQRoWtgFncWzGN,5000000000.0
1CWatB2LX7eWTvGp5VmvW2xRuuh8c2a65,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,5000000000.0
1A96N9FyfSYSFP7quYJxswHgyoxXHwtNei,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1NrJRnNWgwrcZk8mFCLxdgy58VmFzoscbx,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
1DQ7bHbVTrsYHfoARzECgbFbMmZQ6jL3rd,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1PTgFEX8729FNuHoVkT8KQHTKCpQtQYwhN,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1CFUb1DnA4W94EHJDA1tGKLW8qFA1Th1DY,1L9QnXEtpQ5Ebtq5Vr5BLkiGG66eJXhbrA,5000000000.0
1H6pHXt2UsEfcSHfUiemnr9nLtYFzrVCid,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1Bj8sDMnyXbjhtcy1yK2Y5gHcRsgiF9xEi,18oe3AoUDu2Pj5KXeQtgpHTaKRVxaeu4v,5000000000.0
1LS3HzBR4uNFh9Z1Fd2cuf5Z1hKDjhQnZh,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
133neW7NS5vm5GCZvEJgmpL5Nt9F6uqTHY,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,5000000000.0
12S33HoY4VmWvM4CniSs5t67Y4J7pFrYVA,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
1A617khqDTZZUiCGuK1fzG6aXvRiXQJoh2,12u6hecWRHEPceLYZ9yhubZvhgKYuLGf1J,5000000000.0
12Ehh7s2zEHjs7pKwoUfDbgtGDyoRcZWJ2,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
19qDhKKyHzSZ2qGxfaKJSXSY6mvFvjXX8B,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1GqcUWpoYtE8JEkGMrecrV3MFK1HazHjzs,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1U7GyWMaVkT3FC1agCGMFwzRoDcB8mq8V,16a3Q6sWBtkvbJFmzDFgA6mboaZ93qKoqV,5000000000.0
1CD45YMgJp4ezVuEmz9Emni7anWfv8UMUY,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1MUovm3NDk1YapAxB51HGgPKN8Ld1BaddF,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,5000000000.0
1278hwTYE6YqmRf8HYFtoMRGum8mffJUkr,1DFWdvPo9v7ASUNTCy6xbpZQfYnHuoHC93,5000000000.0
1G5eDj9M5wWQZt6UPQ1NSfpVjkgpSJiCr9,1FTRFq58Lx3VEPgQWs6U4bAFHFt7o6ZLf9,5000000000.0
1PvHnhDyJH2evhu8DhC2vf16MHL5m5DPrg,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1NhwzfLkG1FDCgmnFaktZV9urhnuasiQmP,1BYYn91v8wgVJ35pYR9x5twhQMPtk3oDew,5000000000.0
1JrzSzUBZhJj42mBFBBLCqrmvkyavQZwPX,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1GcVFL1WVVtKQPSZWCw7Jr5fzyaFWqrLrm,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
15N2FkRgFGGqsGSjKLXVY6VNvdnB5iqG5x,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,5000000000.0
1951pXPXnTh67Fq56qULqW6Sk7aH5EgXQQ,16uPStYBb7c4dwcUNcmpkJdESfJHRtQpuu,5000000000.0
13PvC5d89GprQhjAFKrSz9WSG2HJNvDPCj,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
14Kc2LkcQ7Qt9T9JJ5PnXYdspxYW5qfSBj,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1MTEigtwyh2dru2vpQ4Nt6ZaHcXMWXorka,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,5000000000.0
1AsNz9swbhcQ2J2JPH15aVEsYpPqPC2kqY,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
13qsbdG5ChsmacwwxfQbwVrh23JgrGEDog,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,5000000000.0
1FDhAhKHW7t6egQLPzKe2mHEYFxY4YpTwg,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,5000000000.0
1F5j5zgH3udfXNPSD747PBdG7UQHVyXj3n,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
1Ge2VYvoBfNakZxKsaZnqkibphAiZPxn5H,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,5000000000.0
1AJaGcKvSunVR3LejGDDJvR6syqNThgus2,1DMD6S6rPwwTVHhSaLsfESAiMhCJYhj55e,5000000000.0
1N3znbBVRgguhZAXtYRFeYuZ7UbHTGKGV7,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,5000000000.0
144r1GxPQbdqyqfchKtXTo2BbEAtMZLMMD,1CCvm3j62Qi2da2eABc4jwR6JKU1pacw3W,5000000000.0
1J9jaKawgfq1kDKgz2QRxf3SDJGBnR83tk,1EQJjYqJCUfYxQXwFiUSECPAQMb6rvQ4nJ,5000000000.0
1HUNZcvWysJQhqMvRC643hiQqg3mRxyWAL,1MuewF5StyxLrpgNazWY7f5keXNR9kJM9G,5000000000.0
152WXF66oMcYKRMtmUon7ALM9VnRNTdhhR,1F1xJotGGBJZRaX9kRnLs6EkehvG9hPUDJ,5000000000.0
1GEYhwVcG3CN4MnVxRrKFHZSnrB1HitHRD,18pzXe2VfsKLZHg6p7MyXgT15eFb3mBY9t,5000000000.0
17D42KTFUVMoYiwQGq7c5XVHGaMnyYnx99,1N1nyTZipU2PFmHsybdCLXckLpCXRhgzbR,5000000000.0
1PxEnkhy8YcXsKhx9PyPqNkFPaw98eSfcm,18MAFPEyLRRUoJEo1iDapstp4G2CjkYBS5,5000000000.0
1HC4NwH5GBkoVbDCmwaETDLUCCkR7Vhjr5,1LNpH2ph63Rc4zEoD8SogC8NVoUdp4FGca,5000000000.0
17UvgxAdsmDHApBVApPj2LWpBVoUivbarr,19bSmj1DbvW3rbwxL6rscavCG7jykqWkEp,5000000000.0
16bRxtLYG519MYHRfbkdGWjF9ZjnjZnQqX,1992QBFjL5x9tJcpaLiAmZrSQCSgBNvTer,5000000000.0
19xnz3agotTtP15WmHGaf8VU18iMDvjrhp,1HVnstERLudtEcP3nue9kXeK9QmR4uJaK4,5000000000.0
1Ei8X4HYByFcZJkfCuq9ZubF1aFESRcxGe,14HeroV1nYZ3P37ShFTAV6JZsAmRRJbPTV,5000000000.0
1j1KWLPSPwaNoEcwg4usPKDAKc1KrJ3V9,1352DwKc1RdmSez2Y92JLdBat1thcxzaRu,5000000000.0
1Hyb3yDAXfx6du9P6G9d4fbA4RRhU4yo8M,1EoCQHgF6oYBmRmJfCKFjGbTddD4owQcSV,5000000000.0
1DVF4hU443kEc4WR4Fq7U9G68YYVEtMj93,15UGB8soH1tu2xHXPaz9gkYPmqqGdPuk7c,4990000000.0
1Cd2epEqVnGyGiA9JLBoqEG6n4PcP6Xiwu,1NBkGsfuvjPzqQoNfjexz9gA8PEi9mkin9,5000000000.0
1PGDXa14F3qoeDGcKsvLZVPjXsb7quMZZq,1HVZGpCKEbqwVxGp8NyrYYkLCZboWqTUZe,5000000000.0
1Ab7GD37c38TRFAU2ef1LoFaSrBqd4V9PN,1MK4kYfFBpN1fi91cgGFBtGAiF9fUfqx7i,5000000000.0
173d3rEefkbWbz5LZzd771kQ684dvd8qre,1CRVv2orjkLKYCtA8tZ9Yk9icqXzzPFCCs,5000000000.0
15NrLZH1iEncw5UHgQfCx3FuQg4ADYCfBi,1DbWQXWAvthznTKx3iPE8SySdB8UPdUzD9,1000000.0
12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,18aJpb4GstcvMnW8Y3YYBX9EA4WSxx12yv,20000000000.0
1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,1EgM3PBjxbC9GppSJBhba7THhWiGEhDEPW,10000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1H7xGDPaAf7zXvRHZjjd8jWXWUqZJE5wcH,30000000000.0
19DknGkFpNUiifcxdH5SLgijqb1zJKkjce,19DknGkFpNUiifcxdH5SLgijqb1zJKkjce,100000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,30000000000.0
187Mc2Kds1Nb7AyNWw13MctonLEVdPbq39,16GPVwkTPnbt3phJkaZ8RQYZFkhrrtWdYr,9165000000.0
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000.0
1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,100000000.0
1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1DcXvfJdeJch9uptKopte5XQarTtj5ZjpL,10000000000.0
112LNo8cZ3DbcJejrmTQ6SGJPa61bzLA75,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe,1CxShoitDs5ESY4aBKuS9Fq6gmyiYGeryg,2400000000.0
1AuFmiZjvDM429QNjb8NAcgzNchFSpRc7f,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,100000000.0
16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1Hsy18kYEMUktZ6xyp9TPhc5pxMMakCXM7,1CHQ5LLnJ6zYytCRB9Q6YC44W52T487xKp,10000000.0
12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,18aJpb4GstcvMnW8Y3YYBX9EA4WSxx12yv,20000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1AUUt2wFrvK32936kW7LorLPyrsskx2oP9,20000000000.0
18aJpb4GstcvMnW8Y3YYBX9EA4WSxx12yv,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,20000000000.0
1B4E9W5HyJ2HL9AM3NjUkQRoWtgFncWzGN,16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9,5000000000.0
1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe,1JLaYSfbnjjjhLCLsKpo1TNWUxTmE2Wvjw,3321000000.0
18aJpb4GstcvMnW8Y3YYBX9EA4WSxx12yv,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,20000000000.0
1LDfJf6ypt7Lh1ruTDHw1EEQ1x2wfirCH3,1LP3HzNsoV293WY89Ge9m8jTTwHjFHhtyY,1000000.0
1CMqBXbwjGgUzWDtCjTsz6W3W4NKMD4SR,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,25000000.0
1JJ9tar9dYpBNqZPBJv7VUtk146XkYbTfL,1N7ikRqHZN19bP5snw9ZM8ezrVc7hoAZTk,5000000000.0
16GPVwkTPnbt3phJkaZ8RQYZFkhrrtWdYr,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,9165000000.0
168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG,168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG,100000000.0
1ELdV3HwGjhuj8D16FiDwmT6PQ1tjQXXJM,1Pk3nMpRP14kZUTRJudKNZAMcWXGzeii6U,5000000000.0
1D7h4owDrs6tpYEx9SZQoWvKEPHom7CyXc,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,25000000.0
1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe,12vP4qpV4WvTzREMHEAs8VA1Xv98nuZ8K3,5000000000.0
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000.0
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000.0
